repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,response_time_hours,review_time_hours,lines_of_code,changed_files,url
tensorflow/tensorflow,86985,copybara-service[bot],2025-02-10T23:11:30Z,2025-02-11T23:06:30Z,2025-02-11T23:06:29Z,0,,23.916666666666668,93,7,https://api.github.com/repos/tensorflow/tensorflow/pulls/86985
tensorflow/tensorflow,86984,copybara-service[bot],2025-02-10T23:09:49Z,2025-02-11T04:25:56Z,2025-02-11T04:25:55Z,0,,5.268611111111111,20,4,https://api.github.com/repos/tensorflow/tensorflow/pulls/86984
tensorflow/tensorflow,86983,copybara-service[bot],2025-02-10T23:04:35Z,2025-02-11T23:24:57Z,2025-02-11T23:24:57Z,0,,24.339444444444446,88,8,https://api.github.com/repos/tensorflow/tensorflow/pulls/86983
tensorflow/tensorflow,86982,copybara-service[bot],2025-02-10T23:01:11Z,2025-02-11T06:32:27Z,2025-02-11T06:32:27Z,0,,7.521111111111111,68,8,https://api.github.com/repos/tensorflow/tensorflow/pulls/86982
tensorflow/tensorflow,86981,copybara-service[bot],2025-02-10T22:39:51Z,2025-02-11T01:13:06Z,2025-02-11T01:13:05Z,0,,2.5541666666666667,62,4,https://api.github.com/repos/tensorflow/tensorflow/pulls/86981
tensorflow/tensorflow,86979,copybara-service[bot],2025-02-10T22:24:39Z,2025-02-10T23:06:31Z,2025-02-10T23:06:30Z,0,,0.6977777777777778,8,1,https://api.github.com/repos/tensorflow/tensorflow/pulls/86979
tensorflow/tensorflow,86978,copybara-service[bot],2025-02-10T22:12:39Z,2025-02-11T01:51:39Z,2025-02-11T01:51:38Z,0,,3.65,32,5,https://api.github.com/repos/tensorflow/tensorflow/pulls/86978
tensorflow/tensorflow,86977,Jerry-Ge,2025-02-10T21:54:20Z,2025-02-10T22:41:53Z,2025-02-10T22:41:53Z,2,0.20027777777777778,0.7925,1,1,https://api.github.com/repos/tensorflow/tensorflow/pulls/86977
tensorflow/tensorflow,86976,tensorflow-jenkins,2025-02-10T21:45:23Z,2025-02-10T22:43:14Z,2025-02-10T22:43:14Z,1,0.9622222222222222,0.9641666666666666,6,3,https://api.github.com/repos/tensorflow/tensorflow/pulls/86976
tensorflow/tensorflow,86975,rtg0795,2025-02-10T21:25:11Z,2025-02-10T22:03:14Z,2025-02-10T22:03:14Z,1,0.6322222222222222,0.6341666666666667,2,2,https://api.github.com/repos/tensorflow/tensorflow/pulls/86975
tensorflow/tensorflow,86972,copybara-service[bot],2025-02-10T19:55:13Z,2025-02-11T22:35:33Z,2025-02-11T22:35:32Z,0,,26.67222222222222,8,1,https://api.github.com/repos/tensorflow/tensorflow/pulls/86972
tensorflow/tensorflow,86971,copybara-service[bot],2025-02-10T19:51:41Z,2025-02-10T20:40:28Z,2025-02-10T20:40:28Z,0,,0.8130555555555555,657,9,https://api.github.com/repos/tensorflow/tensorflow/pulls/86971
tensorflow/tensorflow,86970,copybara-service[bot],2025-02-10T19:51:10Z,2025-02-10T21:59:04Z,2025-02-10T21:59:02Z,0,,2.131666666666667,20,1,https://api.github.com/repos/tensorflow/tensorflow/pulls/86970
tensorflow/tensorflow,86968,copybara-service[bot],2025-02-10T19:25:20Z,2025-02-10T22:32:26Z,2025-02-10T22:32:26Z,0,,3.118333333333333,8,3,https://api.github.com/repos/tensorflow/tensorflow/pulls/86968
tensorflow/tensorflow,86967,copybara-service[bot],2025-02-10T19:17:07Z,2025-02-11T01:24:19Z,2025-02-11T01:24:19Z,0,,6.12,84,3,https://api.github.com/repos/tensorflow/tensorflow/pulls/86967
tensorflow/tensorflow,86966,copybara-service[bot],2025-02-10T18:23:20Z,2025-02-12T20:51:15Z,2025-02-12T20:51:14Z,0,,50.46527777777778,33,2,https://api.github.com/repos/tensorflow/tensorflow/pulls/86966
tensorflow/tensorflow,86965,copybara-service[bot],2025-02-10T17:44:53Z,2025-02-10T20:50:44Z,2025-02-10T20:50:43Z,0,,3.0975,8,3,https://api.github.com/repos/tensorflow/tensorflow/pulls/86965
tensorflow/tensorflow,86964,copybara-service[bot],2025-02-10T17:26:00Z,2025-02-12T00:07:06Z,2025-02-12T00:07:05Z,0,,30.685,15,1,https://api.github.com/repos/tensorflow/tensorflow/pulls/86964
